Restaurant Name,Last_Order,Recency_Days,Frequency,Monetary,Avg_Order_Value,Avg_Rating,R_Score,F_Score,M_Score,RFM_Score,RFM_Code,RFM_Segment
Devrana Express,2025-08-31,1,107,25840.0,241.49532710280374,4.399065420560748,5,4,4,13,544,Champions
Om Sweets & Snacks,2025-08-31,1,138,25802.92,186.97768115942029,4.428985507246377,5,4,4,13,544,Champions
Saurashtra Chawana & Sweets,2025-08-31,1,159,25528.0,160.55345911949686,4.447169811320755,5,4,4,13,544,Champions
Lord Petrick,2025-08-31,1,107,24808.9,231.8588785046729,4.416822429906542,5,4,4,13,544,Champions
Shreelal Food Plaza,2025-08-31,1,150,24582.0,163.88,4.3293333333333335,5,4,4,13,544,Champions
4 Seasons,2025-08-31,1,125,24030.0,192.24,4.4,5,4,4,13,544,Champions
Jay Bhavani Vadapav,2025-08-31,1,188,19503.0,103.73936170212765,4.34468085106383,5,5,3,13,553,Loyal Partners
EatFit,2025-08-28,4,502,153815.0,306.4043824701195,4.377290836653387,2,5,5,12,255,At Risk
Urban Pinds Food Factory,2025-08-27,5,243,139879.0,575.633744855967,4.182304526748972,2,5,5,12,255,At Risk
Pikwik Since 1991,2025-08-28,4,295,129362.0,438.51525423728816,4.304745762711865,2,5,5,12,255,At Risk
Trelly,2025-08-27,5,374,90710.0,242.54010695187165,4.44385026737968,2,5,5,12,255,At Risk
Taco Bell,2025-08-28,4,260,76896.53,295.7558846153846,4.287692307692308,2,5,5,12,255,At Risk
Cocoa Bakery,2025-08-29,3,167,75661.4,453.0622754491018,4.516167664670659,3,4,5,12,345,Loyal Partners
ITC Aashirvaad Soul Creations,2025-08-28,4,296,71277.0,240.80067567567568,4.326013513513513,2,5,5,12,255,At Risk
Paprika - Pramod Laddu Bhandar,2025-08-28,4,211,64961.9,307.87630331753553,4.3819905213270145,2,5,5,12,255,At Risk
Kim Pou Restaurent,2025-08-28,4,195,56900.0,291.79487179487177,4.415897435897436,2,5,5,12,255,At Risk
SMOOR,2025-08-30,2,104,51441.0,494.625,4.478846153846154,4,3,5,12,435,Big Spenders
Barbeque Nation,2025-08-30,2,90,50925.0,565.8333333333334,4.366666666666666,4,3,5,12,435,Big Spenders
ZAZA Mughal Biryani,2025-08-28,4,182,50744.0,278.8131868131868,4.310989010989011,2,5,5,12,255,At Risk
Aao Ji Te Khao Ji,2025-08-28,4,203,47320.0,233.10344827586206,4.3605911330049265,2,5,5,12,255,At Risk
Pind Balluchi,2025-08-29,3,145,47288.0,326.1241379310345,4.382068965517242,3,4,5,12,345,Loyal Partners
Sakana,2025-08-30,2,95,46010.0,484.3157894736842,4.815789473684211,4,3,5,12,435,Big Spenders
Rominus Pizza And Burger,2025-08-28,4,213,45663.0,214.38028169014083,4.325821596244132,2,5,5,12,255,At Risk
Oudh 1590,2025-08-29,3,105,44084.0,419.84761904761905,4.545714285714286,3,4,5,12,345,Loyal Partners
Giani,2025-08-27,5,199,43668.12,219.43778894472362,4.463819095477387,2,5,5,12,255,At Risk
Home Plate by EatFit,2025-08-29,3,179,43012.0,240.2905027932961,4.194413407821229,3,5,4,12,354,Loyal Partners
THE PERSIAN TABLE,2025-08-30,2,145,42323.0,291.88275862068963,4.427586206896552,4,4,4,12,444,Champions
Blue Tokai Coffee Roasters,2025-08-31,1,92,42289.44,459.66782608695655,4.553260869565218,5,3,4,12,534,Big Spenders
Food On Way,2025-08-29,3,188,42042.0,223.62765957446808,4.287765957446808,3,5,4,12,354,Loyal Partners
Attitude Cafe And Restaurant Nxt,2025-08-29,3,219,39835.0,181.89497716894977,4.32648401826484,3,5,4,12,354,Loyal Partners
City Dhaba,2025-08-30,2,146,38794.0,265.71232876712327,4.296575342465754,4,4,4,12,444,Champions
Tibet Kitchen,2025-08-30,2,171,37970.0,222.046783625731,4.292397660818714,4,4,4,12,444,Champions
Badmaash Kebabi,2025-08-31,1,100,37791.0,377.91,4.221,5,3,4,12,534,Big Spenders
Cafe Go Green,2025-08-29,3,193,37770.0,195.69948186528498,4.360621761658031,3,5,4,12,354,Loyal Partners
Kashmir Trout,2025-08-31,1,93,36680.0,394.40860215053766,4.341935483870968,5,3,4,12,534,Big Spenders
Caterspoint,2025-08-30,2,112,36548.0,326.32142857142856,4.240178571428571,4,4,4,12,444,Champions
FNP Cakes By Ferns N Petals,2025-08-31,1,69,36133.0,523.6666666666666,4.407246376811594,5,3,4,12,534,Big Spenders
Salem RR Biriyani Unavagam,2025-08-30,2,128,35776.01,279.500078125,4.07109375,4,4,4,12,444,Champions
Beekays,2025-08-31,1,97,34232.0,352.9072164948454,4.3793814432989695,5,3,4,12,534,Big Spenders
Handi Punjab Ki,2025-08-29,3,182,34162.0,187.7032967032967,4.288461538461538,3,5,4,12,354,Loyal Partners
Gola Sizzlers,2025-08-31,1,85,33884.0,398.63529411764705,4.415294117647059,5,3,4,12,534,Big Spenders
Keventers - Milkshakes & Desserts,2025-08-30,2,147,33283.14,226.41591836734693,4.366666666666666,4,4,4,12,444,Champions
Cake Plaza,2025-08-30,2,107,32727.0,305.85981308411215,4.164485981308411,4,4,4,12,444,Champions
Tihar Flavours of Jail,2025-08-30,2,117,32562.0,278.3076923076923,4.294871794871795,4,4,4,12,444,Champions
Momo Nation Cafe,2025-08-30,2,171,31926.0,186.7017543859649,4.105263157894737,4,4,4,12,444,Champions
ROMNIK PIZZA,2025-08-30,2,122,30720.0,251.80327868852459,4.201639344262295,4,4,4,12,444,Champions
Parivaar Vegetarian,2025-08-30,2,137,30553.0,223.01459854014598,4.409489051094891,4,4,4,12,444,Champions
Daya Hari Chatpata,2025-08-30,2,117,30459.0,260.3333333333333,4.5025641025641026,4,4,4,12,444,Champions
INDIAN COFFEE HOUSE,2025-08-30,2,167,30134.0,180.4431137724551,4.4197604790419165,4,4,4,12,444,Champions
Mad For Momos,2025-08-30,2,119,29078.0,244.35294117647058,4.195798319327731,4,4,4,12,444,Champions
Punjabi Darbaar Dhaba,2025-08-30,2,152,29061.0,191.19078947368422,4.07171052631579,4,4,4,12,444,Champions
Odiani Hotel & Restaurant,2025-08-30,2,149,28757.0,193.0,4.231543624161074,4,4,4,12,444,Champions
MP Dhaba,2025-08-30,2,134,28575.0,213.2462686567164,4.376119402985075,4,4,4,12,444,Champions
Royal Veg. Hotel,2025-08-30,2,154,28571.0,185.52597402597402,4.364285714285715,4,4,4,12,444,Champions
Cholo Khai,2025-08-30,2,174,28555.0,164.10919540229884,4.217816091954023,4,4,4,12,444,Champions
Stay Fit Kitchen,2025-08-31,1,101,28519.0,282.36633663366337,4.411881188118812,5,3,4,12,534,Big Spenders
Nasta Bakery,2025-08-30,2,145,28075.0,193.6206896551724,4.407586206896552,4,4,4,12,444,Champions
Sodhani Sweets And Namkeen,2025-08-30,2,124,27618.29,222.72814516129034,4.520967741935484,4,4,4,12,444,Champions
South Indian Coffee House,2025-08-30,2,167,27471.0,164.49700598802394,4.280239520958084,4,4,4,12,444,Champions
Hotel Saj International,2025-08-31,1,98,26540.0,270.81632653061223,4.425510204081633,5,3,4,12,534,Big Spenders
Al-Baik,2025-08-31,1,85,26381.0,310.36470588235295,4.07529411764706,5,3,4,12,534,Big Spenders
Krishna Cafe,2025-08-31,1,102,26292.0,257.7647058823529,4.368627450980393,5,3,4,12,534,Big Spenders
Swastik Mom's Kitchen,2025-08-30,2,147,26056.0,177.2517006802721,4.386394557823129,4,4,4,12,444,Champions
Big Hunger Ashoka Biryani,2025-08-30,2,137,25930.0,189.27007299270073,4.316788321167884,4,4,4,12,444,Champions
Anna Snacks,2025-08-29,3,188,25510.0,135.69148936170214,4.18404255319149,3,5,4,12,354,Loyal Partners
Dubai Hut,2025-08-30,2,151,25123.0,166.3774834437086,4.33046357615894,4,4,4,12,444,Champions
Ghar Ka Tadka,2025-08-30,2,114,24996.0,219.26315789473685,4.129824561403509,4,4,4,12,444,Champions
Bangaliana,2025-08-31,1,133,23990.0,180.37593984962405,4.2443609022556394,5,4,3,12,543,Loyal Partners
Kwality Walls Ice Cream and More,2025-08-31,1,156,23248.19,149.02685897435896,4.456410256410257,5,4,3,12,543,Loyal Partners
Hotel Maharaja and Fast Food,2025-08-31,1,133,23091.0,173.61654135338347,4.102255639097745,5,4,3,12,543,Loyal Partners
Great Indian Khichdi by EatFit,2025-08-31,1,112,22964.0,205.03571428571428,4.332142857142857,5,4,3,12,543,Loyal Partners
Street 9,2025-08-31,1,147,22314.0,151.79591836734693,4.368707482993198,5,4,3,12,543,Loyal Partners
Dhaba 14,2025-08-31,1,153,21780.0,142.35294117647058,4.10718954248366,5,4,3,12,543,Loyal Partners
The Airawat Kitchen,2025-08-31,1,136,21308.0,156.6764705882353,4.271323529411765,5,4,3,12,543,Loyal Partners
Singh's Town Cafe,2025-08-31,1,150,19865.0,132.43333333333334,4.181333333333334,5,4,3,12,543,Loyal Partners
DMB Sweets Pvt Ltd,2025-08-31,1,128,19124.5,149.41015625,4.4546875,5,4,3,12,543,Loyal Partners
Kaleva,2025-08-31,1,113,18467.8,163.43185840707963,4.377876106194691,5,4,3,12,543,Loyal Partners
Chullah,2025-08-31,1,133,18054.0,135.74436090225564,4.424812030075188,5,4,3,12,543,Loyal Partners
Sasuma,2025-08-31,1,127,17635.0,138.85826771653544,4.3251968503937,5,4,3,12,543,Loyal Partners
Dip N Bite,2025-08-31,1,110,17020.13,154.72845454545455,4.3100000000000005,5,4,3,12,543,Loyal Partners
Varalakshmi Tiffins,2025-08-31,1,125,16545.0,132.36,4.4872,5,4,3,12,543,Loyal Partners
Pal Sweet and Dhaba,2025-08-31,1,160,15800.0,98.75,4.08,5,4,3,12,543,Loyal Partners
Cloud Kitchen,2025-08-31,1,121,15425.0,127.47933884297521,4.4,5,4,3,12,543,Loyal Partners
Mama's Kitchen,2025-08-31,1,117,14786.0,126.37606837606837,4.21965811965812,5,4,3,12,543,Loyal Partners
Dream Cafe Jaipur,2025-08-31,1,115,13732.0,119.40869565217392,4.2382608695652175,5,4,3,12,543,Loyal Partners
Jai Krishna Vaishno Dhaba,2025-08-31,1,115,13622.0,118.45217391304348,3.7426086956521742,5,4,3,12,543,Loyal Partners
Classic Radhey Sweets,2025-08-28,4,108,97955.0,906.9907407407408,4.496296296296297,2,4,5,11,245,At Risk
Harley's Fine Baking,2025-08-25,7,145,84975.0,586.0344827586207,4.484137931034483,2,4,5,11,245,At Risk
Takeout - Asian Goodness,2025-08-26,6,151,71209.0,471.5827814569536,4.509933774834437,2,4,5,11,245,At Risk
Sandy's Chocolate Laboratory,2025-08-27,5,138,58045.0,420.6159420289855,4.502173913043478,2,4,5,11,245,At Risk
Dou,2025-08-28,4,140,54542.72,389.59085714285715,4.466428571428572,2,4,5,11,245,At Risk
Cake Hut,2025-08-28,4,115,53725.0,467.17391304347825,4.608695652173913,2,4,5,11,245,At Risk
Meat and Eat,2025-08-29,3,132,42465.0,321.70454545454544,4.199242424242425,3,4,4,11,344,Loyal Partners
Andhra Gunpowder,2025-08-29,3,154,38692.0,251.24675324675326,4.353896103896104,3,4,4,11,344,Loyal Partners
Arabikaas Arabian Restaurant,2025-08-30,2,97,37966.0,391.4020618556701,4.443298969072165,4,3,4,11,434,Big Spenders
Dragon Panda,2025-08-29,3,122,35900.0,294.26229508196724,4.218852459016394,3,4,4,11,344,Loyal Partners
BOOM - Sub Style Sandwiches,2025-08-29,3,158,35366.0,223.83544303797467,4.432278481012658,3,4,4,11,344,Loyal Partners
Cherry Sweets & Confectioners,2025-08-29,3,159,35189.0,221.31446540880503,4.233333333333333,3,4,4,11,344,Loyal Partners
McCafe by McDonald's,2025-08-27,5,188,34807.72,185.14744680851064,4.388297872340426,2,5,4,11,254,At Risk
Jiva Veg,2025-08-29,3,131,34488.0,263.2671755725191,4.525954198473282,3,4,4,11,344,Loyal Partners
Long Jhon Silver's,2025-08-28,4,180,34407.0,191.15,4.381111111111111,2,5,4,11,254,At Risk
Stream Restaurant,2025-08-30,2,99,33424.0,337.6161616161616,4.26969696969697,4,3,4,11,434,Big Spenders
Lhasa Restaurant,2025-08-30,2,87,32470.0,373.2183908045977,4.3436781609195405,4,3,4,11,434,Big Spenders
Khana Khazana (Shankar Nagar),2025-08-26,6,207,31987.0,154.52657004830917,3.9927536231884058,2,5,4,11,254,At Risk
Wakhra Swaad,2025-08-30,2,96,31733.0,330.5520833333333,4.172916666666667,4,3,4,11,434,Big Spenders
Uthuppans Uppum Mulakum Restaurant,2025-08-29,3,129,31728.0,245.95348837209303,4.423255813953489,3,4,4,11,344,Loyal Partners
Yadav Doodh Dairy,2025-08-30,2,70,31441.0,449.15714285714284,4.728571428571429,4,3,4,11,434,Big Spenders
Madras Cafe,2025-08-29,3,122,31351.0,256.9754098360656,4.324590163934427,3,4,4,11,344,Loyal Partners
IGP Cakes,2025-08-30,2,79,30009.0,379.8607594936709,4.30506329113924,4,3,4,11,434,Big Spenders
City Wok Restaurant,2025-08-29,3,134,29853.0,222.78358208955223,4.156716417910448,3,4,4,11,344,Loyal Partners
"Bhatti Chicken - Grilled, NOT Fried!",2025-08-29,3,119,29176.0,245.1764705882353,4.391596638655463,3,4,4,11,344,Loyal Partners
Little Persia,2025-08-30,2,86,28541.0,331.8720930232558,4.227906976744186,4,3,4,11,434,Big Spenders
Dunkin' - Donuts & Coffee,2025-08-30,2,73,28451.0,389.73972602739724,4.282191780821918,4,3,4,11,434,Big Spenders
Awadhi,2025-08-29,3,148,27636.0,186.72972972972974,4.298648648648649,3,4,4,11,344,Loyal Partners
Tea Junction,2025-08-29,3,132,27397.0,207.5530303030303,4.472727272727273,3,4,4,11,344,Loyal Partners
Hotspot Grill,2025-08-30,2,104,27099.0,260.5673076923077,4.157692307692307,4,3,4,11,434,Big Spenders
Mellow,2025-08-30,2,102,25709.0,252.04901960784315,4.371568627450981,4,3,4,11,434,Big Spenders
Clique,2025-08-30,2,103,25704.0,249.55339805825244,4.4,4,3,4,11,434,Big Spenders
AnTeRa Courtyard,2025-08-31,1,59,24605.0,417.03389830508473,4.376271186440678,5,2,4,11,524,Big Spenders
Mealy - Your Everyday Meal,2025-08-30,2,101,24457.15,242.15,4.25940594059406,4,3,4,11,434,Big Spenders
Ovenfresh,2025-08-31,1,82,23178.0,282.6585365853659,4.426829268292683,5,3,3,11,533,Emerging
DQ Grill & Chill,2025-08-31,1,83,22845.0,275.2409638554217,4.312048192771084,5,3,3,11,533,Emerging
Vipul Dudhiya Sweets,2025-08-30,2,125,22207.0,177.656,4.518400000000001,4,4,3,11,443,Loyal Partners
Pour Tous,2025-08-31,1,93,22180.0,238.49462365591398,4.3032258064516125,5,3,3,11,533,Emerging
"Greenox- Healthy Bites, Happy Lives",2025-08-31,1,78,22040.0,282.56410256410254,4.364102564102565,5,3,3,11,533,Emerging
Bengaluru Central Cafe,2025-08-30,2,135,21972.0,162.75555555555556,4.242962962962963,4,4,3,11,443,Loyal Partners
Bhikharam Chandmal,2025-08-30,2,127,21555.0,169.7244094488189,4.416535433070866,4,4,3,11,443,Loyal Partners
Rama Restaurant,2025-08-30,2,125,21136.0,169.088,4.2704,4,4,3,11,443,Loyal Partners
Baskin Robbins Happyness Shakes,2025-08-31,1,89,21049.6,236.51235955056177,4.404494382022473,5,3,3,11,533,Emerging
Zaika Family Fast Food,2025-08-31,1,78,20551.0,263.47435897435895,3.9461538461538463,5,3,3,11,533,Emerging
Dilli Dhaba And Restaurant,2025-08-30,2,130,20395.0,156.8846153846154,4.332307692307693,4,4,3,11,443,Loyal Partners
Felafels Restaurant,2025-08-31,1,101,19994.0,197.96039603960395,4.2732673267326735,5,3,3,11,533,Emerging
Amrit Sweets Phase 5,2025-08-31,1,83,19869.0,239.3855421686747,4.478313253012048,5,3,3,11,533,Emerging
Burgrill - OG's of Grilled Burger,2025-08-31,1,77,19728.92,256.21974025974026,4.445454545454545,5,3,3,11,533,Emerging
Cafe Aurora,2025-08-31,1,85,19470.0,229.05882352941177,4.469411764705883,5,3,3,11,533,Emerging
Hotel Surabhi udupi veg,2025-08-30,2,125,19308.0,154.464,4.26,4,4,3,11,443,Loyal Partners
Shakti - The Sandwich Shop,2025-08-31,1,75,19086.0,254.48,4.269333333333333,5,3,3,11,533,Emerging
Kaushal Punjabi Rasoi,2025-08-31,1,95,19064.0,200.67368421052632,4.4,5,3,3,11,533,Emerging
Mast Biryani,2025-08-31,1,67,19046.0,284.2686567164179,4.334328358208955,5,3,3,11,533,Emerging
VIP Sweets Pvt. Ltd.,2025-08-30,2,108,18937.0,175.34259259259258,4.406481481481482,4,4,3,11,443,Loyal Partners
Kuppuswami,2025-08-30,2,121,18055.0,149.21487603305786,4.090909090909091,4,4,3,11,443,Loyal Partners
Baba Tourist Lodge,2025-08-31,1,82,17899.0,218.28048780487805,4.495121951219512,5,3,3,11,533,Emerging
Cafe Parizaad,2025-08-30,2,110,17818.0,161.98181818181817,4.13909090909091,4,4,3,11,443,Loyal Partners
Jain Mithai Bhandar (JMB),2025-08-30,2,119,17789.0,149.48739495798318,4.318487394957983,4,4,3,11,443,Loyal Partners
Octopus Bakes and Bistro,2025-08-31,1,84,16264.0,193.61904761904762,4.376190476190477,5,3,3,11,533,Emerging
Bunk Restro & Cafe,2025-08-31,1,95,16228.0,170.82105263157894,4.4,5,3,3,11,533,Emerging
51 Rainbows,2025-08-31,1,79,16050.0,203.16455696202533,4.341772151898734,5,3,3,11,533,Emerging
Dhabha PB03,2025-08-31,1,89,14947.0,167.9438202247191,4.4,5,3,3,11,533,Emerging
Crown Restaurant,2025-08-31,1,82,14937.0,182.15853658536585,4.378048780487805,5,3,3,11,533,Emerging
Elite Family Choice Restaurant,2025-08-31,1,68,14535.0,213.75,4.41029411764706,5,3,3,11,533,Emerging
Flavours Of Punjab,2025-08-31,1,70,14401.0,205.72857142857143,4.417142857142858,5,3,3,11,533,Emerging
Samridhi At Kochi,2025-08-31,1,88,14293.0,162.42045454545453,4.482954545454546,5,3,3,11,533,Emerging
ONE PLUS PIZZA HUB,2025-08-31,1,68,14170.0,208.38235294117646,4.463235294117647,5,3,3,11,533,Emerging
So Southy,2025-08-31,1,68,13564.0,199.47058823529412,4.347058823529412,5,3,3,11,533,Emerging
Puneet Misthan Bhandar,2025-08-31,1,123,12858.0,104.53658536585365,4.404878048780488,5,4,2,11,542,Loyal Partners
Sherowali Sweets And Fast Foods,2025-08-31,1,157,12066.0,76.85350318471338,4.461146496815286,5,4,2,11,542,Loyal Partners
Chandimata Mistanna Bhander,2025-08-31,1,106,7889.0,74.4245283018868,4.528301886792453,5,4,2,11,542,Loyal Partners
Baker's Estate,2025-08-26,6,76,43411.0,571.1973684210526,4.397368421052632,2,3,5,10,235,Big Spenders
Tan-Sukh by Kanha,2025-08-27,5,161,42593.0,264.5527950310559,4.4590062111801245,2,4,4,10,244,At Risk
Sopo,2025-08-29,3,73,42155.0,577.4657534246576,4.508219178082192,3,3,4,10,334,Big Spenders
Hola Pasta - Fresh Gourmet Pasta,2025-08-28,4,156,42107.0,269.9166666666667,4.33525641025641,2,4,4,10,244,At Risk
Babka Goa,2025-08-29,3,95,41020.0,431.7894736842105,4.557894736842106,3,3,4,10,334,Big Spenders
De Linz Cafe,2025-08-29,3,97,39192.0,404.0412371134021,4.171134020618557,3,3,4,10,334,Big Spenders
UK Pizza Hut,2025-08-27,5,126,38016.0,301.7142857142857,4.023015873015873,2,4,4,10,244,At Risk
Frespresso,2025-08-28,4,123,37994.0,308.8943089430894,4.223577235772358,2,4,4,10,244,At Risk
Machhli Baba Fries,2025-08-27,5,133,37721.0,283.61654135338347,4.260902255639098,2,4,4,10,244,At Risk
Captain Sam's Pizza,2025-08-27,5,124,37276.0,300.61290322580646,3.889516129032258,2,4,4,10,244,At Risk
Sambharsa,2025-08-26,6,140,37080.0,264.85714285714283,4.357857142857143,2,4,4,10,244,At Risk
Tree Cafe And Restaurants,2025-08-28,4,153,36568.0,239.00653594771242,4.247712418300654,2,4,4,10,244,At Risk
New Parivar Restaurant,2025-08-27,5,139,35039.0,252.0791366906475,4.366187050359712,2,4,4,10,244,At Risk
Aubree,2025-08-30,2,57,33536.44,588.3585964912281,4.494736842105263,4,2,4,10,424,Big Spenders
The Food Court,2025-08-28,4,156,33139.0,212.42948717948718,4.2480769230769235,2,4,4,10,244,At Risk
Pyramid Express,2025-08-29,3,71,32999.0,464.77464788732397,4.374647887323944,3,3,4,10,334,Big Spenders
Barbecue Live,2025-08-28,4,107,32904.0,307.5140186915888,4.134579439252337,2,4,4,10,244,At Risk
Bread Cafe,2025-08-28,4,120,32891.0,274.09166666666664,4.295,2,4,4,10,244,At Risk
Burger Singh(Big Punjabi Burgers),2025-08-27,5,150,32661.8,217.74533333333332,4.32,2,4,4,10,244,At Risk
Porch Grill Restaurant,2025-08-27,5,178,32495.0,182.5561797752809,4.373595505617978,2,4,4,10,244,At Risk
Anna Punjabi,2025-08-28,4,164,31957.0,194.859756097561,4.192073170731708,2,4,4,10,244,At Risk
Modern Foods Bakery & Restauran,2025-08-28,4,126,31181.0,247.46825396825398,4.176984126984127,2,4,4,10,244,At Risk
Social,2025-08-29,3,78,30715.0,393.78205128205127,4.315384615384616,3,3,4,10,334,Big Spenders
Buzz Inn Restaurant,2025-08-28,4,125,28900.0,231.2,4.4048,2,4,4,10,244,At Risk
Nathu'S Sweets And Restaurant,2025-08-26,6,116,27399.0,236.19827586206895,4.105172413793103,2,4,4,10,244,At Risk
Hill View Holiday Home And Resort,2025-08-27,5,114,27123.0,237.92105263157896,4.197368421052632,2,4,4,10,244,At Risk
Chinese Fast Food,2025-08-26,6,129,26932.0,208.7751937984496,4.386821705426358,2,4,4,10,244,At Risk
7th Heaven,2025-08-29,3,75,26389.0,351.85333333333335,4.282666666666667,3,3,4,10,334,Big Spenders
Hotel Platinum & Restaurant,2025-08-29,3,90,25810.0,286.77777777777777,4.526666666666667,3,3,4,10,334,Big Spenders
Uttam Sweets Bakery & Restaurant,2025-08-29,3,93,24630.0,264.83870967741933,4.173118279569893,3,3,4,10,334,Big Spenders
Khana Khazana,2025-08-29,3,144,23840.0,165.55555555555554,4.299305555555556,3,4,3,10,343,Loyal Partners
New Little Hut Family Restaurant,2025-08-29,3,134,23574.9,175.9320895522388,4.075373134328358,3,4,3,10,343,Loyal Partners
Angry Sardar Courtyard,2025-08-30,2,77,23337.0,303.0779220779221,4.549350649350649,4,3,3,10,433,Emerging
Blackfern Restaurant,2025-08-29,3,137,22148.0,161.66423357664235,4.377372262773723,3,4,3,10,343,Loyal Partners
Millet Express,2025-08-30,2,103,21325.0,207.03883495145632,4.193203883495145,4,3,3,10,433,Emerging
Etho Metho,2025-08-30,2,75,20936.0,279.14666666666665,4.4,4,3,3,10,433,Emerging
9 Hills Bistro,2025-08-30,2,72,20900.0,290.27777777777777,4.466666666666667,4,3,3,10,433,Emerging
Urban Nawab,2025-08-30,2,86,20708.0,240.7906976744186,4.455813953488373,4,3,3,10,433,Emerging
The Bewakoof Hotel,2025-08-29,3,128,20424.0,159.5625,4.37265625,3,4,3,10,343,Loyal Partners
Radhey Lal Premium Sweets,2025-08-31,1,60,19575.0,326.25,4.501666666666667,5,2,3,10,523,Emerging
Roll Xpress,2025-08-29,3,113,19372.0,171.43362831858408,4.3398230088495575,3,4,3,10,343,Loyal Partners
Deep Sweets,2025-08-30,2,72,18932.0,262.94444444444446,4.327777777777778,4,3,3,10,433,Emerging
Radhey Lal's Parampara Sweets,2025-08-30,2,84,18900.0,225.0,4.7369047619047615,4,3,3,10,433,Emerging
Jonas Cafe,2025-08-29,3,114,18770.0,164.64912280701753,4.438596491228071,3,4,3,10,343,Loyal Partners
Keventers Waffles & Ice Cream,2025-08-30,2,75,18494.18,246.58906666666667,4.386666666666667,4,3,3,10,433,Emerging
Tasty Tastes - Nagmapal,2025-08-30,2,94,18491.0,196.7127659574468,4.023404255319149,4,3,3,10,433,Emerging
Amaris,2025-08-30,2,68,18480.0,271.7647058823529,4.344117647058824,4,3,3,10,433,Emerging
Shri Ram Dhaba,2025-08-30,2,91,18401.0,202.2087912087912,4.4,4,3,3,10,433,Emerging
Sachins Dragon Villa,2025-08-30,2,93,18017.0,193.7311827956989,4.373118279569893,4,3,3,10,433,Emerging
The Grill Republic,2025-08-30,2,99,17870.0,180.5050505050505,4.441414141414142,4,3,3,10,433,Emerging
Red Chilliz,2025-08-30,2,91,17780.0,195.3846153846154,4.035164835164835,4,3,3,10,433,Emerging
Thalairaj Biryani,2025-08-31,1,59,17293.0,293.10169491525426,4.567796610169491,5,2,3,10,523,Emerging
RNR Biryani - Taste of 1953,2025-08-31,1,55,16892.12,307.1294545454545,4.290909090909091,5,2,3,10,523,Emerging
The Retro Rolls,2025-08-30,2,82,16216.0,197.7560975609756,4.315853658536585,4,3,3,10,433,Emerging
The Brooklyn Creamery - Healthy Ice Cream,2025-08-30,2,72,15535.62,215.7725,4.472222222222222,4,3,3,10,433,Emerging
PINK CITY FOOD CORNER,2025-08-29,3,124,15098.0,121.75806451612904,4.429032258064517,3,4,3,10,343,Loyal Partners
Mani's Cafe,2025-08-29,3,107,14845.0,138.73831775700936,4.349532710280374,3,4,3,10,343,Loyal Partners
The biryani story (HALAL),2025-08-30,2,67,14820.0,221.19402985074626,4.159701492537313,4,3,3,10,433,Emerging
Truck Wala Dhaba,2025-08-30,2,73,14524.0,198.95890410958904,3.868493150684932,4,3,3,10,433,Emerging
Burger Headquarter,2025-08-30,2,82,14383.0,175.40243902439025,4.3012195121951216,4,3,3,10,433,Emerging
Takeout,2025-08-30,2,95,14326.0,150.8,4.461052631578948,4,3,3,10,433,Emerging
Dosa Hub,2025-08-30,2,92,14219.0,154.55434782608697,4.154347826086957,4,3,3,10,433,Emerging
Haona Chao,2025-08-31,1,59,14190.0,240.5084745762712,4.272881355932204,5,2,3,10,523,Emerging
Snehalata Fast Food,2025-08-30,2,85,13909.0,163.63529411764705,4.069411764705882,4,3,3,10,433,Emerging
Dreams Cafe,2025-08-31,1,66,13861.0,210.0151515151515,3.721212121212121,5,2,3,10,523,Emerging
FAT TIGER,2025-08-31,1,61,13579.0,222.60655737704917,4.4,5,2,3,10,523,Emerging
Shabal Restaurant,2025-08-30,2,73,13453.0,184.2876712328767,4.304109589041095,4,3,3,10,433,Emerging
Krishnaz,2025-08-30,2,81,13445.0,165.98765432098764,3.9703703703703708,4,3,3,10,433,Emerging
GLOBO Ice Creams Of The World,2025-08-31,1,91,13356.0,146.76923076923077,4.430769230769231,5,3,2,10,532,Emerging
Bektash,2025-08-31,1,84,13132.0,156.33333333333334,4.4297619047619055,5,3,2,10,532,Emerging
Chinese Hut,2025-08-31,1,101,12936.0,128.07920792079207,4.4,5,3,2,10,532,Emerging
Green Chilly,2025-08-30,2,119,12925.0,108.61344537815125,4.4,4,4,2,10,442,Loyal Partners
Chhote Lal Restaurant,2025-08-31,1,70,12860.0,183.71428571428572,4.4,5,3,2,10,532,Emerging
Roll Corner,2025-08-31,1,88,12793.0,145.375,3.778409090909091,5,3,2,10,532,Emerging
Brijwasi Pure Veg,2025-08-30,2,113,12455.0,110.22123893805309,4.332743362831859,4,4,2,10,442,Loyal Partners
Sodhani Sweets,2025-08-31,1,70,12303.9,175.76999999999998,4.467142857142857,5,3,2,10,532,Emerging
Alakapuri,2025-08-31,1,88,12036.0,136.77272727272728,4.642045454545454,5,3,2,10,532,Emerging
Chai Sutta Bar,2025-08-30,2,114,11974.0,105.03508771929825,4.340350877192982,4,4,2,10,442,Loyal Partners
Nazim Khan Kathi Roll,2025-08-31,1,72,11216.0,155.77777777777777,4.213888888888889,5,3,2,10,532,Emerging
Krishna Restaurant,2025-08-30,2,109,11214.0,102.88073394495413,4.286238532110092,4,4,2,10,442,Loyal Partners
