Restaurant Name,Revenue,Orders,Weighted_Rating,Last_Order,City,State,Revenue_Share,Recency_Days,Rev_N,Rating_N,Orders_N,Recency_N,Health_Score,Health_Tier
Tea Post,23124.0,101,4.47832618025751,2025-08-29,Ahmedabad,Gujarat,0.04361989621906529,3,0.005416743969392524,0.7678501921729151,0.007391529307413704,0.9894736842105263,33.29474295221669,At Risk
Bektash,13132.0,84,4.478774120317821,2025-08-31,Kochi,Kerala,0.024771513455663613,1,0.00306393116543799,0.7681215264020893,0.0061349693251533735,1.0,33.28890242518327,At Risk
Madhurima Veg,123600.75,332,4.401050300897014,2025-08-31,Lucknow,Uttar Pradesh,0.23315394774254602,1,0.029075969739982867,0.7210412705830853,0.024465962007539355,1.0,33.28359614724267,At Risk
Swastik Mom's Kitchen,26056.0,147,4.469397129186603,2025-08-30,Bhubaneswar,Odisha,0.04915066666164873,2,0.006107141001137389,0.7624415283711108,0.010791632788824007,0.9947368421052631,33.280732568007934,At Risk
House of Idlies,25656.5,183,4.463675538656528,2025-08-31,Chennai,Tamil Nadu,0.04839707089363643,1,0.006013070873517309,0.7589757446788674,0.01345258333949294,1.0,33.27884684209658,At Risk
DMB Sweets Pvt Ltd,19124.5,128,4.4710105345298485,2025-08-31,Jaipur,Rajasthan,0.03607544997584822,1,0.004474983079739185,0.763418828983276,0.009387242220415403,1.0,33.26930903709615,At Risk
Chai Govindam,11745.0,131,4.483997584541063,2025-08-27,Raipur,Chhattisgarh,0.022155149675355555,5,0.002737334752399065,0.771285576158319,0.009608988099637814,0.9789473684210527,33.229714121048815,At Risk
Rajani's Kitchen,12181.0,59,4.483612630093491,2025-08-29,Bhubaneswar,Odisha,0.022977597121797023,3,0.0028399995224675377,0.7710523946959897,0.004287086998299948,0.9894736842105263,33.225650403849656,At Risk
Shree Raghavendra,10310.0,88,4.493393104920483,2025-08-25,Hyderabad,Telangana,0.019448241222044766,7,0.0023994357958663634,0.7769767980554421,0.006430630497449922,0.968421052631579,33.2181045097627,At Risk
The Chicken Wagon,8860.0,35,4.503789420142421,2025-08-23,Shillong,Meghalaya,0.016713037558420622,9,0.002058004794491856,0.7832742392243306,0.0025131199645206594,0.9578947368421052,33.20975713622106,At Risk
INDIAN COFFEE HOUSE,30134.0,167,4.461367521367522,2025-08-30,Indore,Madhya Pradesh,0.05684319117217236,2,0.007067386258796176,0.7575776913509324,0.012269938650306747,0.9947368421052631,33.20279338493859,At Risk
Jumboking Burgers,4802.0,21,4.523456790123457,2025-08-17,Mumbai,Maharashtra,0.009058239994981471,15,0.001102468929955477,0.7951875087586155,0.0014783058614827407,0.9263157894736842,33.192448031923185,At Risk
A2B - Adyar Ananda Bhavan,60493.24,260,4.434258422016647,2025-08-31,Bengaluru,Karnataka,0.11411126322241003,1,0.01421606606167134,0.7411566849982738,0.01914406090620149,1.0,33.1862244105391,At Risk
Huber & Holly,15120.0,20,4.496428571428571,2025-08-24,Ahmedabad,Gujarat,0.02852157199586003,8,0.0035320448418052455,0.7788154948770312,0.0014043905684086038,0.9631578947368421,33.165413398719735,At Risk
"Bhatti Chicken - Grilled, NOT Fried!",29176.0,119,4.466280193236715,2025-08-29,Mumbai,Maharashtra,0.0550360704068262,3,0.00684180632823288,0.7605534824286226,0.00872200458274817,0.9894736842105263,33.159453659748216,At Risk
One Bite New,14632.0,63,4.474444444444442,2025-08-30,Imphal,Manipur,0.027601034486998938,2,0.0034171356496185148,0.7654988780395788,0.004582748170596496,0.9947368421052631,33.140675151636664,At Risk
Priya Restaurant,48219.0,230,4.438219224859143,2025-08-31,Bhubaneswar,Odisha,0.09095778307330521,1,0.0113258549897327,0.7435558930205115,0.01692660211397738,1.0,33.0982430324842,At Risk
BOOM - Sub Style Sandwiches,35366.0,158,4.455504587155963,2025-08-29,Mumbai,Maharashtra,0.06671256052946996,3,0.008299363499617844,0.7540262904472312,0.011604701012639515,0.9894736842105263,33.079594115759704,At Risk
Eden Restaurant,86442.0,274,4.418882681564246,2025-08-29,Shillong,Meghalaya,0.16305963799379183,3,0.020326211655620825,0.7318430177171229,0.02017887500923941,0.9894736842105263,33.066653340028566,At Risk
Cafe Aurora,19470.0,85,4.461620091970286,2025-08-31,Kohima,Nagaland,0.03672718298673246,1,0.004556337845928766,0.7577306829136106,0.006208884618227511,1.0,33.03835169361001,At Risk
Zongri Bakery & Cafe,27737.0,72,4.46984126984127,2025-08-27,Gangtok,Sikkim,0.05232161656409851,5,0.006502965493075696,0.762710561156648,0.0052479858082637295,0.9789473684210527,33.03586885479827,At Risk
Le Meridien - Latest Recipe,12556.0,33,4.46871921182266,2025-08-31,Kochi,Kerala,0.023684977379630854,1,0.002928300643512669,0.7620308881946967,0.002365289378372385,1.0,33.025364459148854,At Risk
Lord Petrick,24808.9,107,4.455363636363634,2025-08-31,Chandigarh,Punjab,0.04679820287619656,1,0.005813486792989702,0.7539409112235878,0.007835021065858526,1.0,33.00746722974439,At Risk
Punjab Grill,9905.0,20,4.489473684210527,2025-08-24,Indore,Madhya Pradesh,0.01868427054358423,8,0.0023040705851376216,0.7746026567553601,0.0014043905684086038,0.9631578947368421,32.9899092848029,At Risk
Wood Street Cafe,44260.0,129,4.443529411764706,2025-08-30,Shimla,Himachal Pradesh,0.08348973389793418,2,0.010393630621152235,0.7467724739840258,0.00946115751348954,0.9947368421052631,32.95551101568929,At Risk
Stay Fit Kitchen,28519.0,101,4.450399999999998,2025-08-31,Aizawl,Mizoram,0.053796740195101334,1,0.0066871027641618105,0.7509342490248705,0.007391529307413704,1.0,32.94334216746086,At Risk
"The Dessert Heaven - Pastry, Brownie and Cakes",185941.0,699,4.319720056697378,2025-08-31,Kolkata,West Bengal,0.35074931339168053,1,0.0437552069699395,0.6717764669324837,0.051592874565747654,1.0,32.93535977808705,At Risk
Barbecue by Punjab Grill,8260.0,20,4.4696428571428575,2025-08-30,Mumbai,Maharashtra,0.015581229145886496,2,0.0019167230008196462,0.7625903750841081,0.0014043905684086038,0.9947368421052631,32.92983640497683,At Risk
Moti Mahal Delux,6576.0,32,4.4803030303030305,2025-08-26,Ranchi,Jharkhand,0.012404620201374042,6,0.0015201920999129773,0.7690476449814936,0.002291374085298248,0.9736842105263158,32.91490662041045,At Risk
Hotel Saj International,26540.0,98,4.44978614200171,2025-08-31,Kochi,Kerala,0.05006365878109293,1,0.006221108314699638,0.7505624120280361,0.007169783428191292,1.0,32.90911236199289,At Risk
Somewhere Cafe,15950.0,86,4.467187500000002,2025-08-27,Imphal,Manipur,0.03008724029986557,5,0.0037274846563851356,0.7611030724364243,0.006282799911301648,0.9789473684210527,32.897321241784695,At Risk
Chef's Planet,77141.0,253,4.409973521624007,2025-08-31,Shimla,Himachal Pradesh,0.1455147212521586,1,0.018136108384045453,0.7264464027251609,0.01862665385468253,1.0,32.891369494210295,At Risk
THE PERSIAN TABLE,42323.0,145,4.43948683772076,2025-08-30,Kochi,Kerala,0.07983587907280318,2,0.009937525897247118,0.7443237340536606,0.010643802202675733,0.9947368421052631,32.88745752260585,At Risk
AVO's Kitchen,14960.0,29,4.462913907284768,2025-08-30,Panaji,Goa,0.02821975641918426,2,0.0034943696968259895,0.7585143957630596,0.002069628206075837,0.9947368421052631,32.883967645938974,At Risk
The Pizza Bakery - Wood Fired Sourdough,10779.0,32,4.473323112303564,2025-08-27,Bengaluru,Karnataka,0.02033293813117561,5,0.002509871064586807,0.7648196447692119,0.002291374085298248,0.9789473684210527,32.88028535157632,At Risk
Bhikharam Chandmal,21555.0,127,4.450202303143479,2025-08-30,New Delhi,Delhi,0.04066021722028855,2,0.005047292078939695,0.750814496564828,0.009313326927341267,0.9947368421052631,32.859961539701885,At Risk
Preeti Tiffins,14225.0,101,4.464234065345473,2025-08-27,Hyderabad,Telangana,0.026833291113829955,5,0.0033212994995775328,0.7593140654097996,0.007391529307413704,0.9789473684210527,32.84957821263589,At Risk
Andhra Gunpowder,38692.0,154,4.4411493073370965,2025-08-29,Bengaluru,Karnataka,0.07298655182961747,3,0.009082535575874127,0.7453307547509413,0.011309039840342967,0.9894736842105263,32.84414170447533,At Risk
Flavours Of Punjab,14401.0,70,4.454515050167226,2025-08-31,Gangtok,Sikkim,0.027165288248173297,1,0.003362742159054714,0.753426890483111,0.005100155222115456,1.0,32.83931950529782,At Risk
French Loaf,4446.69,34,4.462001156737999,2025-08-31,Chennai,Tamil Nadu,0.008388001916552302,1,0.0010188042064393555,0.7579615082497977,0.002439204671446522,1.0,32.82838150918044,At Risk
Cinnabon,17549.0,62,4.458319604612851,2025-08-29,Mumbai,Maharashtra,0.03310350971926902,3,0.004104000636521574,0.7557314529442989,0.004508832877522359,0.9894736842105263,32.821017113445535,At Risk
Priyas - Pure Veg,7070.0,64,4.460049388018037,2025-08-30,Chennai,Tamil Nadu,0.013336475794360477,2,0.0016365141100364304,0.756779248148324,0.004656663463670633,0.9947368421052631,32.80933969917722,At Risk
The Brew Estate,81535.0,170,4.412389380530974,2025-08-30,Shimla,Himachal Pradesh,0.1538033315266169,2,0.019170762053038273,0.7279097797981122,0.01249168452952916,0.9947368421052631,32.80132598770811,At Risk
Daawat-E   Biryani,4570.0,31,4.48483412322275,2025-08-22,Bhubaneswar,Odisha,0.008620607408801608,10,0.0010478399697355558,0.7717922992636659,0.0022174587922241112,0.9526315789473684,32.76634754201756,At Risk
Om Sweets & Snacks,25802.92,138,4.438249276560562,2025-08-31,Gurgaon,Haryana,0.04867326987324184,1,0.006047548340566451,0.7435740964721833,0.010126395151156774,1.0,32.751652730811294,At Risk
Cochin Rahumania,10990.0,14,4.516279069767442,2025-08-10,Kochi,Kerala,0.02073095742291678,22,0.002559555162028201,0.7908396921809349,0.0009608988099637814,0.8894736842105263,32.74152779021371,At Risk
Chai Kings,8090.0,52,4.4909302325581395,2025-08-18,Chennai,Tamil Nadu,0.015260550095668493,14,0.0018766931592791869,0.7754849431551971,0.003769679946780989,0.9315789473684211,32.73079909364691,At Risk
The Grill Republic,17870.0,99,4.44696335078534,2025-08-30,Srinagar,Jammu and Kashmir,0.033709027219974784,2,0.004179586396136207,0.7488525406709576,0.007243698721265429,0.9947368421052631,32.72500207145212,At Risk
Haveli Dhaba,60155.0,214,4.414754098360655,2025-08-30,Ranchi,Jharkhand,0.11347322509331745,2,0.014136420805185191,0.7293421787871326,0.015743957424791188,0.9947368421052631,32.70796976536984,At Risk
Chinese Wok,261305.25,1339,4.215788289555093,2025-08-31,Bengaluru,Karnataka,0.49291246698222246,1,0.06150120100120757,0.6088210663713274,0.09889866213319534,1.0,32.702653273852036,At Risk
Sahib's Punjabi Tadka,80541.0,223,4.399999999999999,2025-08-31,Shimla,Himachal Pradesh,0.15192830225651868,1,0.018936705214854643,0.720405063622505,0.01640919506245842,1.0,32.697804018518504,At Risk
Tan-Sukh by Kanha,42593.0,161,4.436280623608019,2025-08-27,Jaipur,Rajasthan,0.08034519285844353,5,0.010001102704399613,0.7423816089527171,0.011826446891861925,0.9789473684210527,32.69749499880526,At Risk
Lhasa Restaurant,32470.0,87,4.43857740585774,2025-08-30,Srinagar,Jammu and Kashmir,0.06124969859163857,2,0.0076174433754933124,0.7437728567926101,0.006356715204375785,0.9947368421052631,32.69238616393818,At Risk
Thalassery Restaurant,3095.0,14,4.482352941176471,2025-08-22,Bengaluru,Karnataka,0.005838245061321877,10,0.0007005222269580403,0.7702893534956519,0.0009608988099637814,0.9526315789473684,32.68223525962084,At Risk
Mountain's Pizza Club,26846.0,110,4.435794542536119,2025-08-31,Shimla,Himachal Pradesh,0.05064088107148534,1,0.006293162029472465,0.7420871712708794,0.008056766945080937,1.0,32.6754769582069,At Risk
Bansal Amritsari Kulcha,7809.0,59,4.455559506875297,2025-08-29,Chandigarh,Punjab,0.014730486489131677,3,0.0018105261859093686,0.7540595573975049,0.004287086998299948,0.9894736842105263,32.67468635143278,At Risk
Ujjwala Restaurant,2414.0,11,4.542462845010616,2025-08-01,Agartala,Tripura,0.004553642513095642,31,0.0005401673911400822,0.8067001947391237,0.0007391529307413703,0.8421052631578947,32.658448228013086,At Risk
Dum Safar Biryani,105375.0,417,4.368789891884851,2025-08-31,Bengaluru,Karnataka,0.19877385245130624,1,0.024784358654947405,0.7014999212202193,0.030748761918841006,1.0,32.65134722118129,At Risk
Zaatar Arabic Restaurant,59262.0,193,4.415922358435493,2025-08-29,Kochi,Kerala,0.11178871690599582,3,0.01392614640226972,0.7300498380812379,0.01419173627023431,0.9894736842105263,32.63711256603787,At Risk
Gourmet Ice Cream Cakes by Baskin Robbins,70963.31,130,4.412030075187969,2025-08-30,Indore,Madhya Pradesh,0.13386145206544534,2,0.016681449844127328,0.7276921349680996,0.009535072806563677,0.9947368421052631,32.63609191999198,At Risk
Bombay Mishthan Bhandar (Bmb) - Sanganeeri Gate,57077.0,194,4.410591542830914,2025-08-31,Jaipur,Rajasthan,0.10766704793701738,1,0.013411645203646757,0.7268207615348485,0.014265651563308447,1.0,32.626401685457495,At Risk
Roll Xpress,19372.0,113,4.442365674526478,2025-08-29,Chandigarh,Punjab,0.03654232094601855,3,0.004533261819628973,0.746067554343044,0.008278512824303348,0.9894736842105263,32.62366420166781,At Risk
Sri Venkateshwara Tiffin Center,6133.0,77,4.446231841669103,2025-08-31,Hyderabad,Telangana,0.011568968323453012,1,0.0014158790422516626,0.7484094379441104,0.005617562273634415,1.0,32.621269545486065,At Risk
Vaango,4438.82,31,4.458718190386427,2025-08-28,Bhubaneswar,Odisha,0.008373156362874563,4,0.0010169510602456885,0.7559728914161292,0.0022174587922241112,0.9842105263157894,32.60631922389608,At Risk
Loyans Bakery & Confectionery,24112.0,75,4.453543307086615,2025-08-25,Guwahati,Assam,0.045483607405038165,7,0.00564938798963943,0.752838268961852,0.00546973168748614,0.968421052631579,32.60472874850665,At Risk
Burgerama,2791.0,14,4.463392857142856,2025-08-27,New Delhi,Delhi,0.005264795465637919,5,0.000628939451497454,0.7588045137990918,0.0009608988099637814,0.9789473684210527,32.59798465244245,At Risk
Arusuvai Cafe,27698.8,187,4.424385675756668,2025-08-31,Chennai,Tamil Nadu,0.052249558095167174,1,0.006493970552211899,0.7351763893434842,0.013748244511789489,1.0,32.59001539262879,At Risk
Delights by INOX,53478.03,166,4.411738148984199,2025-08-31,Lucknow,Uttar Pradesh,0.10087814039958745,1,0.0125641969753593,0.72751530423003,0.01219602335723261,1.0,32.57194747305992,At Risk
Kingdom of Momos,69144.0,225,4.401481481481481,2025-08-30,Patna,Bihar,0.13042960146043292,2,0.016253057544051017,0.7213024529641392,0.016557025648606696,0.9947368421052631,32.56770482471099,At Risk
Daily Kitchen - Everyday Homely Meals,87738.0,383,4.375906735751295,2025-08-31,Bengaluru,Karnataka,0.16550434416486556,1,0.0206313803299528,0.7058108626066946,0.028235641954320344,1.0,32.564293930485356,At Risk
Central Perk,67393.0,255,4.3992277992277975,2025-08-30,Srinagar,Jammu and Kashmir,0.12712660724318747,2,0.015840750176184283,0.7199373124212678,0.018774484440830803,0.9947368421052631,32.554607489554655,At Risk
Ovenfresh Cakes And Desserts,78318.0,321,4.385108695652174,2025-08-31,Hyderabad,Telangana,0.14773495208807974,1,0.018413256169299105,0.711384837604295,0.02365289378372385,1.0,32.55113325057529,At Risk
Ooopar Resto,25785.0,78,4.445475910693302,2025-08-26,Kohima,Nagaland,0.048639466528654154,6,0.006043328724328775,0.7479515419736416,0.005691477566708552,0.9736842105263158,32.53095106477973,At Risk
FNP Cakes By Ferns N Petals,36133.0,69,4.426027397260273,2025-08-31,Chandigarh,Punjab,0.06815938895015942,1,0.008479968725862154,0.7361708421244879,0.005026239929041319,1.0,32.52484881134995,At Risk
Jugaad Jn,24243.0,199,4.421314281001279,2025-08-31,Bhubaneswar,Odisha,0.04573071890844145,1,0.005680234514591196,0.7333159294242155,0.014635228028679132,1.0,32.519391823883694,At Risk
The Prashadam,50386.8,206,4.406655390498602,2025-08-31,Chandigarh,Punjab,0.09504700686779102,1,0.011836306110270395,0.7244364852585568,0.015152635080198092,1.0,32.50959950377148,At Risk
Sunny's Restaurant - Keishampat,14740.0,80,4.440272887323943,2025-08-29,Imphal,Manipur,0.027804760001255077,3,0.0034425663724795123,0.7447998740153876,0.005839308152856826,0.9894736842105263,32.49322188052321,At Risk
Pop Seoul,51829.0,137,4.413065326633166,2025-08-30,Aizawl,Mizoram,0.0977674970220522,2,0.012175900448327162,0.7283192259067599,0.010052479858082638,0.9947368421052631,32.48503081335017,At Risk
Cafe Sanaya,48671.0,228,4.402991452991452,2025-08-31,Panaji,Goa,0.09181041207741424,1,0.011432287274299097,0.7222170997931108,0.016778771527829105,1.0,32.45937991532187,At Risk
IFC Pizza and Burger,4213.0,21,4.4508,2025-08-28,Jaipur,Rajasthan,0.007947181403343802,4,0.0009637773025005912,0.7511765441471123,0.0014783058614827407,0.9842105263157894,32.44551879690094,At Risk
Shaan Sweets And Snacks,65058.0,303,4.390002256826901,2025-08-30,Shillong,Meghalaya,0.12272198617107552,2,0.01529092852914327,0.7143490526118557,0.022322418508389383,0.9947368421052631,32.43592551074182,At Risk
Valley Vista,82458.0,286,4.377241379310344,2025-08-31,Gangtok,Sikkim,0.15554443013456523,1,0.019388100545637353,0.7066193066674145,0.021065858526129053,1.0,32.39542039237051,At Risk
Ritz Mithai Vatika,12379.5,44,4.444444444444445,2025-08-27,Lucknow,Uttar Pradesh,0.023352037071610397,5,0.002886740249207427,0.7473267438715054,0.0031783576021878926,0.9789473684210527,32.38831276236775,At Risk
Churuwala,3696.5,65,4.444162704701531,2025-08-28,Ranchi,Jharkhand,0.00697288299488734,4,0.0008421572251144305,0.7471560834578823,0.00473057875674477,0.9842105263157894,32.38508563103384,At Risk
Biryani By Kilo,97480.2,270,4.372862453531598,2025-08-30,Bengaluru,Karnataka,0.18388151735918218,2,0.022925372813808468,0.7039668257753005,0.01988321383694286,0.9947368421052631,32.381052383602835,At Risk
Paprika - Pramod Laddu Bhandar,64961.9,211,4.400150981378962,2025-08-28,Patna,Bihar,0.12254070819033462,4,0.015268299895190102,0.7204965187516854,0.015522211545568777,0.9842105263157894,32.37817705242744,At Risk
Buzz Inn Restaurant,28900.0,125,4.424999999999999,2025-08-28,Aizawl,Mizoram,0.05451543853706051,4,0.0067768167031436646,0.7355485087625677,0.009165496341192993,0.9842105263157894,32.36294312098453,At Risk
Devrana Express,25840.0,107,4.419158878504674,2025-08-31,Imphal,Manipur,0.04874321563313645,1,0.006056279555415394,0.732010320645732,0.007835021065858526,1.0,32.359261222905744,At Risk
Kite Restaurant,51426.2,214,4.399999999999999,2025-08-30,Dehradun,Uttarakhand,0.09700767630777096,2,0.012081053270841885,0.720405063622505,0.015743957424791188,0.9947368421052631,32.35764160905728,At Risk
MOJO Pizza - 2X Toppings,71136.0,200,4.392379182156134,2025-08-29,Mumbai,Maharashtra,0.13418720539004622,3,0.016722113099042753,0.7157888461448665,0.014709143321753269,0.9894736842105263,32.33146961684803,At Risk
Mummy's kitchen,4580.0,30,4.439416058394159,2025-08-29,Imphal,Manipur,0.008639470882343845,3,0.0010501946662967597,0.7442808603396838,0.0021435434991499743,0.9894736842105263,32.30804130893065,At Risk
Jain Mithai Bhandar (JMB),17789.0,119,4.422430510665804,2025-08-30,Indore,Madhya Pradesh,0.033556233084282676,2,0.004160513353990459,0.7339920719317536,0.00872200458274817,0.9947368421052631,32.30799120481982,At Risk
Paakashala,77675.05,401,4.368301886792453,2025-08-30,Bengaluru,Karnataka,0.14652212505668172,2,0.018261860953896526,0.7012043180864271,0.029566117229654812,0.9947368421052631,32.3052947463944,At Risk
Good Flippin' Burgers,7860.0,20,4.556923076923078,2025-07-19,Mumbai,Maharashtra,0.014826690204197078,44,0.0018225351383715064,0.8154593038862812,0.0014043905684086038,0.7736842105263158,32.30161043875462,At Risk
Fat Belly,5000.0,32,4.47052740434333,2025-08-18,Guwahati,Assam,0.009431736771117733,14,0.0011490919218673063,0.7631261787642742,0.002291374085298248,0.9315789473684211,32.301365995193095,At Risk
Shreelal Food Plaza,24582.0,150,4.411539712482925,2025-08-31,Bhubaneswar,Odisha,0.04637019066152323,1,0.005760058728015994,0.7273951037391968,0.011013378668046418,1.0,32.272523034657475,At Risk
Confucius (Christan Basti),6705.0,20,4.5063334605112555,2025-08-05,Guwahati,Assam,0.01264795901006888,27,0.0015505676855525024,0.7848152606547125,0.0014043905684086038,0.8631578947368421,32.266147285800066,At Risk
Donald's Pastry Shop,23529.0,103,4.42681901759916,2025-08-27,New Delhi,Delhi,0.04438386689752583,5,0.005512109180121265,0.736650356491436,0.007539359893561978,0.9789473684210527,32.260255944029694,At Risk
Ratna Cafe (Estd.1948),38746.0,221,4.397706520957653,2025-08-31,Chennai,Tamil Nadu,0.07308841458674555,1,0.009095250937304627,0.7190158166601996,0.016261364476310144,1.0,32.25951182682438,At Risk
Mountain's Pizza,15083.0,59,4.434734917733089,2025-08-27,Shimla,Himachal Pradesh,0.028451777143753756,5,0.0035233324645287923,0.7414453164679302,0.004287086998299948,0.9789473684210527,32.25950821679559,At Risk
Mio Amore - The Cake Shop,13888.0,37,4.43394614189539,2025-08-28,Kolkata,West Bengal,0.026197592055456617,4,0.0032419462254649747,0.7409675251228904,0.0026609505506689332,0.9842105263157894,32.254027876876584,At Risk
A Cheesy Sandwich,13686.0,116,4.429508196721311,2025-08-27,Jaipur,Rajasthan,0.025816549889903465,5,0.003194381354928664,0.7382792939517593,0.008500258703525759,0.9789473684210527,32.23563293103096,At Risk
Nasta Bakery,28075.0,145,4.410958904109588,2025-08-30,Ranchi,Jharkhand,0.05295920196982608,2,0.006582554236844376,0.7270432861496561,0.010643802202675733,0.9947368421052631,32.234845219069605,At Risk
FIKA,24773.0,81,4.42906976744186,2025-08-26,Imphal,Manipur,0.04673048300617992,6,0.00580503343233498,0.7380137207621131,0.005913223445930963,0.9736842105263158,32.227719534338576,At Risk
Oye Hoye Paratha,3932.0,31,4.439473684210526,2025-08-27,Dehradun,Uttarakhand,0.007417117796806987,5,0.0008976103291307731,0.7443157664752356,0.0022174587922241112,0.9789473684210527,32.19920026747731,At Risk
Dindigul Thalappakatti - Since 1957,109414.31,327,4.349052841475574,2025-08-31,Chennai,Tamil Nadu,0.20639339418269492,1,0.02573549359161089,0.6895444436162381,0.024096385542168672,1.0,32.19768076299495,At Risk
Pikwik Since 1991,129362.0,295,4.349085764040051,2025-08-28,New Delhi,Delhi,0.24402166643706646,4,0.030432569296306233,0.6895643860581995,0.021731096163796287,0.9842105263157894,32.18096154003206,At Risk
Shree Gangaur,61722.0,188,4.383919803600654,2025-08-31,Ranchi,Jharkhand,0.11642913139738575,1,0.014505401756325781,0.7106646807419095,0.013822159804863626,1.0,32.17659968860759,At Risk
City Nation Cafe,37324.0,181,4.399999999999999,2025-08-30,Patna,Bihar,0.07040602864903965,2,0.008760413086301488,0.720405063622505,0.013304752753344666,0.9947368421052631,32.17603190824674,At Risk
Ghee and Turmeric,3157.0,9,4.469333333333333,2025-08-17,Chandigarh,Punjab,0.005955198597283737,15,0.000715121345637502,0.7624028848109448,0.0005913223445930963,0.9263157894736842,32.17567573978255,At Risk
Royal The City Club Restaurant,35346.0,157,4.399999999999999,2025-08-31,Patna,Bihar,0.06667483358238549,1,0.008294654106495438,0.720405063622505,0.011530785719565378,1.0,32.174553787326275,At Risk
Puneet Misthan Bhandar,12858.0,123,4.414399999999999,2025-08-31,Jaipur,Rajasthan,0.024254654280606365,1,0.0029994124796610144,0.7291276880231812,0.009017665755044719,1.0,32.17416045498277,At Risk
Biryani Paradise,6249.0,37,4.433333333333333,2025-08-28,Patna,Bihar,0.011787784616542944,4,0.001443193522361623,0.740596323809255,0.0026609505506689332,0.9842105263157894,32.17094172934339,At Risk
Machhli Baba Fries,37721.0,133,4.410992509363295,2025-08-27,Kolkata,West Bengal,0.0711549085486664,5,0.008853894539781268,0.7270636421222929,0.009756818685786088,0.9789473684210527,32.15067510318628,At Risk
Nandhana Palace,32699.09,131,4.401707724016096,2025-08-31,Bengaluru,Karnataka,0.061681841907017636,1,0.007671387119013923,0.7214394966205906,0.009608988099637814,1.0,32.142220145371034,At Risk
Zam Zam Biryani,4770.0,34,4.423684210526316,2025-08-31,Guwahati,Assam,0.008997876879646318,1,0.0010949339009596259,0.7347514853341441,0.002439204671446522,1.0,32.13512600949164,At Risk
Sherowali Bhoj- Non Veg Hotel & Restaurant,5250.0,28,4.438148148148148,2025-08-26,Agartala,Tripura,0.009903323609673621,6,0.0012079593358973939,0.7435128391695636,0.0019957129130017,0.9736842105263158,32.13045991204599,At Risk
Sri Ganga veg restaurant,28980.0,165,4.3998109640831755,2025-08-31,Chennai,Tamil Nadu,0.054666346325398386,1,0.006795654275633291,0.7202905574210687,0.012122108064158473,1.0,32.122985054940564,At Risk
Madras Cafe,31351.0,122,4.407857988165682,2025-08-29,Shillong,Meghalaya,0.05913887590226241,3,0.00735395283029464,0.7251649441304364,0.008943750461970582,0.9894736842105263,32.12271828846956,At Risk
Apna Cafe,9970.0,102,4.4173076923076895,2025-08-30,Jaipur,Rajasthan,0.01880688312160876,2,0.0023193761127854443,0.7308889871810091,0.007465444600487841,0.9947368421052631,32.11612197300408,At Risk
Mayur Hotel & Restaurant,32019.0,177,4.396760710553814,2025-08-31,Shimla,Himachal Pradesh,0.060398955934883744,1,0.007511246560583034,0.718442903541662,0.013009091581048118,1.0,32.11391880029414,At Risk
The Retro Rolls,16216.0,82,4.415249837767683,2025-08-30,Dehradun,Uttarakhand,0.03058900869608903,2,0.003790119584913148,0.7296424668876962,0.0059871387390051,0.9947368421052631,32.107989985860144,At Risk
Samoxa,3220.0,22,4.473018292682927,2025-08-14,Imphal,Manipur,0.006074038480599821,18,0.000729955933973084,0.7646350040011027,0.0015522211545568776,0.9105263157894736,32.10455593837788,At Risk
Mr Bhatura,40183.0,235,4.38637901861252,2025-08-31,New Delhi,Delhi,0.07579909573476479,1,0.00943362083314957,0.7121543202467016,0.017296178579348065,1.0,32.087898012313985,At Risk
Winni Cakes & More,24672.97,89,4.416830294530155,2025-08-27,Patna,Bihar,0.046541791680336946,5,0.005781479402633262,0.7305998092988455,0.006504545790524059,0.9789473684210527,32.068818055091704,At Risk
One Bite,5659.0,23,4.445406824146982,2025-08-22,Imphal,Manipur,0.01067483967755105,10,0.0013042664252506167,0.7479096936406768,0.001626136447631015,0.9526315789473684,32.04829998465663,At Risk
Tunday Kababi,3380.0,19,4.429170305676855,2025-08-28,Lucknow,Uttar Pradesh,0.006375854057275588,4,0.00076763107895234,0.7380746205719584,0.0013304752753344668,0.9842105263157894,32.04165862898143,At Risk
Ice & Spice,54151.0,237,4.376284584980237,2025-08-31,Shimla,Himachal Pradesh,0.10214759557855928,1,0.012722660989838612,0.7060397401694822,0.01744400916549634,1.0,32.03897882798794,At Risk
Baskin Robbins Happyness Shakes,21049.6,89,4.40449438202247,2025-08-31,Kolkata,West Bengal,0.039706857267463966,1,0.00492828571473647,0.7231274807263364,0.006504545790524059,1.0,32.02104676619003,At Risk
4 Seasons,24030.0,125,4.399999999999999,2025-08-31,Imphal,Manipur,0.04532892692199183,1,0.005630079477837561,0.720405063622505,0.009165496341192993,1.0,32.02066501461252,At Risk
Makhani Darbar,352847.0,1158,4.145299519020551,2025-08-31,Hyderabad,Telangana,0.6655920048957158,1,0.08305650539436259,0.5661233531881167,0.08551999408677655,1.0,32.01636069315354,At Risk
Beekays,34232.0,97,4.395660377358491,2025-08-31,Shimla,Himachal Pradesh,0.06457344262978046,1,0.008032340909577369,0.7177763901264953,0.007095868135117155,1.0,31.996502702880292,At Risk
Wooden Spoon Restaurant,37064.0,181,4.387165775401068,2025-08-31,Ranchi,Jharkhand,0.06991557833694154,1,0.008699190975710197,0.7126308885773396,0.013304752753344666,1.0,31.992989351415492,At Risk
